Date;Météo;Pluie(mm);T°C (12h-15h);Humidité;Météo;Météo_1;Météo_2;Météo_3;Météo_4;Météo_1_Cat;Météo_2_Cat;Météo_3_Cat;Météo_4_Cat
2023-10-26;couvert/pluie;1.0;18.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-10-27;couvert/pluie;8.0;15.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-10-28;beau;0.0;18.0;;beau;beau;;;;BEAU;;;
2023-10-29;beau;0.0;19.0;;beau;beau;;;;BEAU;;;
2023-10-30;couvert;0.0;17.0;;couvert;couvert;;;;COUVERT;;;
2023-10-31;couvert/pluie;9.0;15.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-11-01;beau;0.0;19.0;;beau;beau;;;;BEAU;;;
2023-11-02;éclaircies/pluie;5.0;19.0;;éclaircies/pluie;éclaircies;pluie;;;ECLAIRCIES;PLUIE;;
2023-11-03;pluie;17.0;13.0;;pluie;pluie;;;;PLUIE;;;
2023-11-04;pluie;5.0;10.0;;pluie;pluie;;;;PLUIE;;;
2023-11-05;pluie/éclaircies;6.0;13.0;;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-11-06;beau;0.0;19.0;;beau;beau;;;;BEAU;;;
2023-11-07;averses/pluie;8.0;12.0;;averses/pluie;averses;pluie;;;PLUIE;PLUIE;;
2023-11-08;beau;0.0;17.0;;beau;beau;;;;BEAU;;;
2023-11-09;beau;0.0;19.0;;beau;beau;;;;BEAU;;;
2023-11-10;pluie/beau;6.0;13.0;;pluie/beau;pluie;beau;;;PLUIE;BEAU;;
2023-11-11;pluie/éclaircies;7.0;11.0;;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-11-12;pluie;0.0;12.0;;pluie;pluie;;;;PLUIE;;;
2023-11-13;couvert/éclaircies;0.0;17.0;;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;
2023-11-14;beau;0.0;24.0;;beau;beau;;;;BEAU;;;
2023-11-15;beau/pluie;5.0;24.0;;beau/pluie;beau;pluie;;;BEAU;PLUIE;;
2023-11-16;pluie/éclaircies;5.0;16.0;;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-11-17;couvert/pluie;2.0;16.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-11-18;éclaircies;0.0;15.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-11-19;beau;0.0;20.0;;beau;beau;;;;BEAU;;;
2023-11-20;beau;0.0;21.0;;beau;beau;;;;BEAU;;;
2023-11-21;couvert/pluie;9.0;14.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-11-22;pluie;10.0;9.0;;pluie;pluie;;;;PLUIE;;;
2023-11-23;pluie/éclaircies/vent;3.0;9.0;;pluie/éclaircies/vent;pluie;éclaircies;vent;;PLUIE;ECLAIRCIES;VENT;
2023-11-24;beau/vent;0.0;11.0;;beau/vent;beau;vent;;;BEAU;VENT;;
2023-11-25;gris/vent;0.0;7.0;;gris/vent;gris;vent;;;COUVERT;VENT;;
2023-11-26;gris ;0.0;9.0;;gris;gris;;;;COUVERT;;;
2023-11-27;beau;0.0;12.0;;beau;beau;;;;BEAU;;;
2023-11-28;éclaircies/pluie/vent;27.0;13.0;;éclaircies/pluie/vent;éclaircies;pluie;vent;;ECLAIRCIES;PLUIE;VENT;
2023-11-29;éclaircies;0.0;9.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-11-30;éclaircies;0.0;16.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-12-01;bruine/pluie;6.0;11.0;;bruine/pluie;bruine;pluie;;;PLUIE;PLUIE;;
2023-12-02;pluie;14.0;8.0;;pluie;pluie;;;;PLUIE;;;
2023-12-03;pluie/éclaircies;2.0;6.0;;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-12-04;beau;0.0;11.0;;beau;beau;;;;BEAU;;;
2023-12-05;éclaircies/pluie;0.5;12.0;;éclaircies/pluie;éclaircies;pluie;;;ECLAIRCIES;PLUIE;;
2023-12-06;éclaircies/vent;0.0;9.0;;éclaircies/vent;éclaircies;vent;;;ECLAIRCIES;VENT;;
2023-12-07;beau;0.0;10.0;;beau;beau;;;;BEAU;;;
2023-12-08;beau;0.0;14.0;;beau;beau;;;;BEAU;;;
2023-12-09;pluie/vent;18.0;9.0;;pluie/vent;pluie;vent;;;PLUIE;VENT;;
2023-12-10;pluie/éclaircies;1.0;14.0;;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-12-11;beau/couvert;0.0;18.0;;beau/couvert;beau;couvert;;;BEAU;COUVERT;;
2023-12-12;beau;0.0;19.0;;beau;beau;;;;BEAU;;;
2023-12-13;voilé/pluie;3.0;16.0;;voilé/pluie;voilé;pluie;;;COUVERT;PLUIE;;
2023-12-14;averses/pluie/vent;20.0;10.0;;averses/pluie/vent;averses;pluie;vent;;PLUIE;PLUIE;VENT;
2023-12-15;averses/éclaircies/vent;1.0;10.0;;averses/éclaircies/vent;averses;éclaircies;vent;;PLUIE;ECLAIRCIES;VENT;
2023-12-16;bruine;1.0;9.0;;bruine;bruine;;;;PLUIE;;;
2023-12-17;beau;0.0;13.0;;beau;beau;;;;BEAU;;;
2023-12-18;beau;0.0;15.0;;beau;beau;;;;BEAU;;;
2023-12-19;beau;0.0;16.0;;beau;beau;;;;BEAU;;;
2023-12-20;gris;0.0;4.0;;gris;gris;;;;COUVERT;;;
2023-12-21;pluie/éclaircies/vent;11.0;8.0;;pluie/éclaircies/vent;pluie;éclaircies;vent;;PLUIE;ECLAIRCIES;VENT;
2023-12-22;vent/bruine;0.0;11.0;;vent/bruine;vent;bruine;;;VENT;PLUIE;;
2023-12-23;gris/vent/éclaircies/pluie;1.0;12.0;;gris/vent/éclaircies/pluie;gris;vent;éclaircies;pluie;COUVERT;VENT;ECLAIRCIES;PLUIE
2023-12-24;éclaircies;0.0;12.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-12-25;beau;0.0;13.0;;beau;beau;;;;BEAU;;;
2023-12-26;beau;0.0;12.0;;beau;beau;;;;BEAU;;;
2023-12-27;beau;0.0;15.0;;beau;beau;;;;BEAU;;;
2023-12-28;beau;0.0;17.0;;beau;beau;;;;BEAU;;;
2023-12-29;gris;0.0;10.0;;gris;gris;;;;COUVERT;;;
2023-12-30;gris/éclaircies;0.0;9.0;;gris/éclaircies;gris;éclaircies;;;COUVERT;ECLAIRCIES;;
2023-12-31;beau;0.0;17.0;;beau;beau;;;;BEAU;;;
2024-01-01;beau;0.0;15.0;0.38;beau;beau;;;;BEAU;;;
2024-01-02;éclaircies;0.0;13.0;0.44;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2024-01-03;gris/pluie;1.0;12.0;0.61;gris/pluie;gris;pluie;;;COUVERT;PLUIE;;
2024-01-04;beau;0.0;14.0;0.42;beau;beau;;;;BEAU;;;
2024-01-05;pluie;12.0;6.0;0.78;pluie;pluie;;;;PLUIE;;;
2024-01-06;pluie;10.0;5.0;0.82;pluie;pluie;;;;PLUIE;;;
2024-01-07;gris;0.0;3.0;0.6;gris;gris;;;;COUVERT;;;
2024-01-08;gris;0.0;4.0;0.59;gris;gris;;;;COUVERT;;;
2024-01-09;beau;0.0;4.0;0.58;beau;beau;;;;BEAU;;;
2024-01-10;gris;0.0;3.0;0.71;gris;gris;;;;COUVERT;;;
2024-01-11;pluie/neige/éclaircies;4.0;4.0;0.7;pluie/neige/éclaircies;pluie;neige;éclaircies;;PLUIE;NEIGE;ECLAIRCIES;
2024-01-12;beau;0.0;6.0;0.53;beau;beau;;;;BEAU;;;
2024-01-13;beau;0.0;11.0;0.47;beau;beau;;;;BEAU;;;
2024-01-14;voilé/pluie;6.0;15.0;0.45;voilé/pluie;voilé;pluie;;;COUVERT;PLUIE;;
2024-01-15;pluie;10.0;12.0;0.85;pluie;pluie;;;;PLUIE;;;
2024-01-16;voilé;0.0;15.0;0.53;voilé;voilé;;;;COUVERT;;;
2024-01-17;gris;0.0;10.0;0.76;gris;gris;;;;COUVERT;;;
2024-01-18;beau/couvert/pluie;2.0;19.0;0.34;beau/couvert/pluie;beau;couvert;pluie;;BEAU;COUVERT;PLUIE;
2024-01-19;gris;0.0;3.0;0.64;gris;gris;;;;COUVERT;;;
2024-01-20;beau;0.0;8.0;0.38;beau;beau;;;;BEAU;;;
2024-01-21;beau;0.0;15.0;0.31;beau;beau;;;;BEAU;;;
2024-01-22;voilé/pluie;2.0;11.0;0.41;voilé/pluie;voilé;pluie;;;COUVERT;PLUIE;;
2024-01-23;éclaircies;0.0;13.0;0.45;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2024-01-24;voilé;0.0;15.0;0.51;voilé;voilé;;;;COUVERT;;;
2024-01-25;beau;0.0;18.0;0.42;beau;beau;;;;BEAU;;;
2024-01-26;voilé;0.0;13.0;0.53;voilé;voilé;;;;COUVERT;;;
2024-01-27;beau;0.0;15.0;0.47;beau;beau;;;;BEAU;;;
2024-01-28;beau/vent;0.0;16.0;0.45;beau/vent;beau;vent;;;BEAU;VENT;;
2024-01-29;beau/vent;0.0;16.0;0.44;beau/vent;beau;vent;;;BEAU;VENT;;
2024-01-30;beau/vent;0.0;17.0;0.4;beau/vent;beau;vent;;;BEAU;VENT;;
2024-01-31;voilé;0.0;16.0;0.37;voilé;voilé;;;;COUVERT;;;
2024-02-01;très voilé;0.0;14.0;0.53;très voilé;très voilé;;;;COUVERT;;;
2024-02-02;éclaircies/gris;0.0;12.0;0.55;éclaircies/gris;éclaircies;gris;;;ECLAIRCIES;COUVERT;;
2024-02-03;brouillard/beau;0.0;16.0;0.49;brouillard/beau;brouillard;beau;;;COUVERT;BEAU;;
2024-02-04;brouillard/beau;0.0;16.0;0.54;brouillard/beau;brouillard;beau;;;COUVERT;BEAU;;
2024-02-05;brouillard/beau/voilé;0.0;14.0;0.47;brouillard/beau/voilé;brouillard;beau;voilé;;COUVERT;BEAU;COUVERT;
2024-02-06;bruine/gris/éclaircies;1.0;8.0;0.58;bruine/gris/éclaircies;bruine;gris;éclaircies;;PLUIE;COUVERT;ECLAIRCIES;
2024-02-07;beau/pluie;1.0;17.0;0.32;beau/pluie;beau;pluie;;;BEAU;PLUIE;;
2024-02-08;beau/vent chaud;0.0;20.0;0.33;beau/vent chaud;beau;vent chaud;;;BEAU;VENT;;
2024-02-09;gris/éclaircies;0.0;12.0;0.61;gris/éclaircies;gris;éclaircies;;;COUVERT;ECLAIRCIES;;
2024-02-10;pluie/vent;15.0;7.0;0.79;pluie/vent;pluie;vent;;;PLUIE;VENT;;
2024-02-11;éclaircies/vent;0.0;10.0;0.55;éclaircies/vent;éclaircies;vent;;;ECLAIRCIES;VENT;;
2024-02-12;éclaircies/tempête/pluie;2.0;10.0;0.7;éclaircies/tempête/pluie;éclaircies;tempête;pluie;;ECLAIRCIES;VENT;PLUIE;
2024-02-13;beau;0.0;18.0;0.36;beau;beau;;;;BEAU;;;
2024-02-14;beau;0.0;22.0;0.33;beau;beau;;;;BEAU;;;
2024-02-15;beau/vent;0.0;15.0;0.58;beau/vent;beau;vent;;;BEAU;VENT;;
2024-02-16;pluie;29.0;11.0;0.8;pluie;pluie;;;;PLUIE;;;
2024-02-17;éclaircies;0.0;13.0;0.55;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2024-02-18;voilé;0.0;13.0;0.5;voilé;voilé;;;;COUVERT;;;
2024-02-19;bruine/éclaircies;0.0;13.0;0.69;bruine/éclaircies;bruine;éclaircies;;;PLUIE;ECLAIRCIES;;
2024-02-20;voilé;0.0;10.0;0.55;voilé;voilé;;;;COUVERT;;;
2024-02-21;voilé;0.0;17.0;0.34;voilé;voilé;;;;COUVERT;;;
2024-02-22;voilé/couvert/tempête;6.0;16.0;0.55;voilé/couvert/tempête;voilé;couvert;tempête;;COUVERT;COUVERT;VENT;
2024-02-23;voilé/vent/pluie;2.0;10.0;0.46;voilé/vent/pluie;voilé;vent;pluie;;COUVERT;VENT;PLUIE;
2024-02-24;pluie/éclaircies/vent;2.0;12.0;0.3;pluie/éclaircies/vent;pluie;éclaircies;vent;;PLUIE;ECLAIRCIES;VENT;
2024-02-25;pluie;13.0;9.0;0.83;pluie;pluie;;;;PLUIE;;;
2024-02-26;éclaircies/pluie/vent;8.0;13.0;0.4;éclaircies/pluie/vent;éclaircies;pluie;vent;;ECLAIRCIES;PLUIE;VENT;
2024-02-27;pluie/vent;12.0;5.0;0.81;pluie/vent;pluie;vent;;;PLUIE;VENT;;
2024-02-28;éclaircies/vent;8.0;10.0;0.42;éclaircies/vent;éclaircies;vent;;;ECLAIRCIES;VENT;;
2024-02-29;beau/pluie/vent;0.0;13.0;0.36;beau/pluie/vent;beau;pluie;vent;;BEAU;PLUIE;VENT;
2024-03-01;beau/vent;0.0;14.0;0.34;beau/vent;beau;vent;;;BEAU;VENT;;
2024-03-02;gris;0.0;11.0;0.54;gris;gris;;;;COUVERT;;;
2024-03-03;pluie/éclaircies/vent;17.0;11.0;0.48;pluie/éclaircies/vent;pluie;éclaircies;vent;;PLUIE;ECLAIRCIES;VENT;
2024-03-04;beau/voilé/pluie;4.0;14.0;0.32;beau/voilé/pluie;beau;voilé;pluie;;BEAU;COUVERT;PLUIE;
2024-03-05;giboulées;3.0;10.0;0.38;giboulées;giboulées;;;;PLUIE;;;
2024-03-06;beau;0.0;15.0;0.3;beau;beau;;;;BEAU;;;
2024-03-07;voilé/vent;0.0;17.0;0.37;voilé/vent;voilé;vent;;;COUVERT;VENT;;
2024-03-08;pluie/beau;2.0;17.0;0.41;pluie/beau;pluie;beau;;;PLUIE;BEAU;;
2024-03-09;gris;0.0;14.0;0.5;gris;gris;;;;COUVERT;;;
2024-03-10;dégagé;0.0;16.0;0.25;dégagé;dégagé;;;;BEAU;;;
2024-03-11;pluie/vent;17.0;6.0;0.78;pluie/vent;pluie;vent;;;PLUIE;VENT;;
2024-03-12;beau;0.0;15.0;0.33;beau;beau;;;;BEAU;;;
2024-03-13;beau;0.0;20.0;0.33;beau;beau;;;;BEAU;;;
2024-03-14;voilé;0.0;21.0;0.41;voilé;voilé;;;;COUVERT;;;
2024-03-15;voilé/beau/couvert;0.0;21.0;0.34;voilé/beau/couvert;voilé;beau;couvert;;COUVERT;BEAU;COUVERT;
2024-03-16;beau/voilé;0.0;19.0;0.39;beau/voilé;beau;voilé;;;BEAU;COUVERT;;
2024-03-17;beau;0.0;24.0;0.35;beau;beau;;;;BEAU;;;
2024-03-18;couvert/voilé;0.0;21.0;0.46;couvert/voilé;couvert;voilé;;;COUVERT;COUVERT;;
2024-03-19;beau;0.0;22.0;0.41;beau;beau;;;;BEAU;;;
2024-03-20;voilé/couvert;0.0;21.0;0.58;voilé/couvert;voilé;couvert;;;COUVERT;COUVERT;;
2024-03-21;couvert/voilé;0.0;24.0;0.43;couvert/voilé;couvert;voilé;;;COUVERT;COUVERT;;
2024-03-22;beau;0.0;26.0;0.35;beau;beau;;;;BEAU;;;
2024-03-23;bruine/couvert/éclaircies;0.0;10.0;0.77;bruine/couvert/éclaircies;bruine;couvert;éclaircies;;PLUIE;COUVERT;ECLAIRCIES;
2024-03-24;assez beau;0.0;9.0;;assez beau;assez beau;;;;BEAU;;;
2024-03-25;;0.0;10.0;;;;;;;;;;
2024-03-26;pluie/gris;7.0;7.0;0.65;pluie/gris;pluie;gris;;;PLUIE;COUVERT;;
2024-03-27;voilé/pluie;4.0;14.0;0.4;voilé/pluie;voilé;pluie;;;COUVERT;PLUIE;;
2024-03-28;beau;0.0;19.0;0.36;beau;beau;;;;BEAU;;;
2024-03-29;voilé/vent/pluie;2.0;21.0;0.47;voilé/vent/pluie;voilé;vent;pluie;;COUVERT;VENT;PLUIE;
2024-03-30;beau;0.0;22.0;0.33;beau;beau;;;;BEAU;;;
2024-03-31;voilé/vent/orages;5.0;15.0;0.5;voilé/vent/orages;voilé;vent;orages;;COUVERT;VENT;ORAGE;
2024-04-01;beau/orages/beau;2.0;17.0;0.39;beau/orages/beau;beau;orages;beau;;BEAU;ORAGE;BEAU;
2024-04-02;beau/couvert;0.0;19.0;0.33;beau/couvert;beau;couvert;;;BEAU;COUVERT;;
2024-04-03;nuageux/beau;0.0;17.0;0.37;nuageux/beau;nuageux;beau;;;COUVERT;BEAU;;
2024-04-04;beau;0.0;25.0;0.31;beau;beau;;;;BEAU;;;
2024-04-05;beau/vent;0.0;25.0;0.4;beau/vent;beau;vent;;;BEAU;VENT;;
2024-04-06;couvert/vent;0.0;18.0;0.56;couvert/vent;couvert;vent;;;COUVERT;VENT;;
2024-04-07;couvert/vent/éclaircies;0.0;20.0;0.53;couvert/vent/éclaircies;couvert;vent;éclaircies;;COUVERT;VENT;ECLAIRCIES;
2024-04-08;couvert/voilé/pluie;2.0;22.0;0.51;couvert/voilé/pluie;couvert;voilé;pluie;;COUVERT;COUVERT;PLUIE;
2024-04-09;giboulées;11.0;13.0;0.42;giboulées;giboulées;;;;PLUIE;;;
2024-04-10;éclaircies/vent;0.0;12.0;0.49;éclaircies/vent;éclaircies;vent;;;ECLAIRCIES;VENT;;
2024-04-11;beau/qq nuages;0.0;20.0;0.3;beau/qq nuages;beau;qq nuages;;;BEAU;NUAGES;;
2024-04-12;beau;0.0;24.0;0.36;beau;beau;;;;BEAU;;;
2024-04-13;beau;0.0;27.0;0.27;beau;beau;;;;BEAU;;;
2024-04-14;beau;0.0;26.0;0.34;beau;beau;;;;BEAU;;;
2024-04-15;couvert;0.0;16.0;0.68;couvert;couvert;;;;COUVERT;;;
2024-04-16;couvert/pluie/vent/éclaircies;4.0;8.0;0.79;couvert/pluie/vent/éclaircies;couvert;pluie;vent;éclaircies;COUVERT;PLUIE;VENT;ECLAIRCIES
2024-04-17;couvert/pluie fine/éclaircie;0.5;13.0;0.61;couvert/pluie fine/éclaircie;couvert;pluie fine;éclaircie;;COUVERT;PLUIE;ECLAIRCIES;
2024-04-18;giboulées;4.0;12.0;0.6;giboulées;giboulées;;;;PLUIE;;;
2024-04-19;beau;0.0;19.0;0.3;beau;beau;;;;BEAU;;;
2024-04-20;beau/qq nuages;0.0;19.0;0.35;beau/qq nuages;beau;qq nuages;;;BEAU;NUAGES;;
2024-04-21;beau/vent;0.0;14.0;0.35;beau/vent;beau;vent;;;BEAU;VENT;;
2024-04-22;qq nuages/vent;0.0;12.0;0.35;qq nuages/vent;qq nuages;vent;;;NUAGES;VENT;;
2024-04-23;nuageux/vent;0.0;9.0;0.45;nuageux/vent;nuageux;vent;;;COUVERT;VENT;;
2024-04-24;couvert/vent;0.5;12.0;0.39;couvert/vent;couvert;vent;;;COUVERT;VENT;;
2024-04-25;nuageux/pluie;5.0;15.0;0.38;nuageux/pluie;nuageux;pluie;;;COUVERT;PLUIE;;
2024-04-26;beau/nuageux;0.0;18.0;0.39;beau/nuageux;beau;nuageux;;;BEAU;COUVERT;;
2024-04-27;nuageux/vent/pluie;2.0;20.0;0.45;nuageux/vent/pluie;nuageux;vent;pluie;;COUVERT;VENT;PLUIE;
2024-04-28;couvert/pluie;14.0;14.0;0.54;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2024-04-29;pluie;9.0;11.0;0.75;pluie;pluie;;;;PLUIE;;;
2024-04-30;couvert/éclaircies;0.0;13.0;0.63;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;
2024-05-01;pluie;15.0;10.0;0.77;pluie;pluie;;;;PLUIE;;;
2024-05-02;couvert/vent/éclaircies;0.0;11.0;0.55;couvert/vent/éclaircies;couvert;vent;éclaircies;;COUVERT;VENT;ECLAIRCIES;
2024-05-03;beau/couvert;0.0;18.0;0.31;beau/couvert;beau;couvert;;;BEAU;COUVERT;;
2024-05-04;couvert/éclaircies;0.0;23.0;0.36;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;
2024-05-05;beau/orages;17.0;22.0;0.49;beau/orages;beau;orages;;;BEAU;ORAGE;;
2024-05-06;pluie;4.0;12.0;0.66;pluie;pluie;;;;PLUIE;;;
2024-05-07;éclaircies/vent/pluie;6.0;13.0;0.56;éclaircies/vent/pluie;éclaircies;vent;pluie;;ECLAIRCIES;VENT;PLUIE;
2024-05-08;éclaircies/vent;0.0;20.0;0.38;éclaircies/vent;éclaircies;vent;;;ECLAIRCIES;VENT;;
2024-05-09;beau;0.0;25.0;0.3;beau;beau;;;;BEAU;;;
2024-05-10;beau;0.0;26.0;0.37;beau;beau;;;;BEAU;;;
2024-05-11;beau/couvert;0.0;27.0;0.37;beau/couvert;beau;couvert;;;BEAU;COUVERT;;
2024-05-12;nuageux/orageux;0.0;16.0;0.71;nuageux/orageux;nuageux;orageux;;;COUVERT;ORAGE;;
2024-05-13;couvert/voilé;0.0;19.0;0.48;couvert/voilé;couvert;voilé;;;COUVERT;COUVERT;;
2024-05-14;pluie/éclaircies;17.0;13.0;0.65;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2024-05-15;pluie/éclaircies/pluie;8.0;15.0;0.43;pluie/éclaircies/pluie;pluie;éclaircies;pluie;;PLUIE;ECLAIRCIES;PLUIE;
2024-05-16;éclaircies/pluie;5.0;14.0;0.6;éclaircies/pluie;éclaircies;pluie;;;ECLAIRCIES;PLUIE;;
2024-05-17;éclaircies/pluie;8.0;17.0;0.49;éclaircies/pluie;éclaircies;pluie;;;ECLAIRCIES;PLUIE;;
2024-05-18;éclaircies;0.0;15.0;0.49;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2024-05-19;éclaircies/pluie;3.0;14.0;0.77;éclaircies/pluie;éclaircies;pluie;;;ECLAIRCIES;PLUIE;;
2024-05-20;nuageux/pluie;0.0;18.0;0.47;nuageux/pluie;nuageux;pluie;;;COUVERT;PLUIE;;
2024-05-21;nuageux/éclaircies;0.0;17.0;0.46;nuageux/éclaircies;nuageux;éclaircies;;;COUVERT;ECLAIRCIES;;
2024-05-22;nuageux/pluie;7.0;17.0;0.51;nuageux/pluie;nuageux;pluie;;;COUVERT;PLUIE;;
2024-05-23;couvert/pluie;1.0;17.0;0.54;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2024-05-24;pluie/couvert;0.0;16.0;0.56;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;
2024-05-25;voilé;0.0;25.0;0.41;voilé;voilé;;;;COUVERT;;;
2024-05-26;éclaircies/couvert;0.0;20.0;0.5;éclaircies/couvert;éclaircies;couvert;;;ECLAIRCIES;COUVERT;;
2024-05-27;pluie/couvert;4.0;14.0;0.71;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;
2024-05-28;beau;0.0;26.0;0.35;beau;beau;;;;BEAU;;;
2024-05-29;voilé/couvert;0.0;24.0;0.42;voilé/couvert;voilé;couvert;;;COUVERT;COUVERT;;
2024-05-30;pluie/éclaircies;2.0;17.0;0.75;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2024-05-31;beau;0.0;21.0;0.36;beau;beau;;;;BEAU;;;
2024-06-01;nuageux/;0.0;18.0;0.55;nuageux/;nuageux;;;;COUVERT;;;
2024-06-02;nuageux/;0.0;18.0;0.52;nuageux/;nuageux;;;;COUVERT;;;
2024-06-03;beau/vent;0.0;24.0;0.37;beau/vent;beau;vent;;;BEAU;VENT;;
2024-06-04;éclaircies;0.0;24.0;0.41;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2024-06-05;beau;0.0;29.0;0.35;beau;beau;;;;BEAU;;;
2024-06-06;beau;0.0;28.0;0.46;beau;beau;;;;BEAU;;;
2024-06-07;couvert/lourd;0.0;26.0;0.58;couvert/lourd;couvert;lourd;;;COUVERT;CHAUD;;
2024-06-08;couvert/lourd;0.0;25.0;0.6;couvert/lourd;couvert;lourd;;;COUVERT;CHAUD;;
2024-06-09;pluie/couvert;1.0;16.0;0.82;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;
2024-06-10;couvert/éclaircies;0.0;23.0;0.38;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;
2024-06-11;bruine/nuageux;1.0;19.0;0.52;bruine/nuageux;bruine;nuageux;;;PLUIE;COUVERT;;
2024-06-12;couvert/qq gouttes;0.0;16.0;0.56;couvert/qq gouttes;couvert;qq gouttes;;;COUVERT;PLUIE;;
2024-06-13;beau;0.0;22.0;0.43;beau;beau;;;;BEAU;;;
2024-06-14;beau;0.0;25.0;0.37;beau;beau;;;;BEAU;;;
2024-06-15;pluie/couvert;7.0;16.0;0.68;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;
2024-06-16;beau;0.0;27.0;0.39;beau;beau;;;;BEAU;;;
2024-06-17;beau/couvert;0.0;19.0;0.42;beau/couvert;beau;couvert;;;BEAU;COUVERT;;
2024-06-18;qq nuages/beau/vent;0.0;26.0;0.55;qq nuages/beau/vent;qq nuages;beau;vent;;NUAGES;BEAU;VENT;
2024-06-19;couvert/bruine/orage;11.0;20.0;0.72;couvert/bruine/orage;couvert;bruine;orage;;COUVERT;PLUIE;ORAGE;
2024-06-20;pluie/couvert;9.0;17.0;0.73;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;
2024-06-21;assez beau/ vent;0.0;18.0;0.6;assez beau/ vent;assez beau;vent;;;BEAU;VENT;;
2024-06-22;éclaircies/pluie;1.0;20.0;0.47;éclaircies/pluie;éclaircies;pluie;;;ECLAIRCIES;PLUIE;;
2024-06-23;couvert/éclaircies;0.0;19.0;0.5;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;
2024-06-24;beau;0.0;26.0;0.39;beau;beau;;;;BEAU;;;
2024-06-25;beau;0.0;28.0;0.4;beau;beau;;;;BEAU;;;
2024-06-26;beau;0.0;30.0;0.36;beau;beau;;;;BEAU;;;
2024-06-27;beau/orageux;0.0;31.0;0.49;beau/orageux;beau;orageux;;;BEAU;ORAGE;;
2024-06-28;couvert;0.0;25.0;0.64;couvert;couvert;;;;COUVERT;;;
2024-06-29;couvert/orages;12.0;18.0;0.81;couvert/orages;couvert;orages;;;COUVERT;ORAGE;;
2024-06-30;couvert;0.0;22.0;0.54;couvert;couvert;;;;COUVERT;;;
2024-07-01;pluie/éclaircies;2.0;17.0;0.7;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2024-07-02;éclaircie;0.0;20.0;0.5;éclaircie;éclaircie;;;;ECLAIRCIES;;;
2024-07-03;belles éclaircies/vent;0.0;24.0;0.36;belles éclaircies/vent;belles éclaircies;vent;;;ECLAIRCIES;VENT;;
2024-07-04;éclaircie/couvert;0.0;25.0;0.45;éclaircie/couvert;éclaircie;couvert;;;ECLAIRCIES;COUVERT;;
2024-07-05;beau/chaud;0.0;21.0;0.62;beau/chaud;beau;chaud;;;BEAU;CHAUD;;
2024-07-06;orages;25.0;17.0;0.79;orages;orages;;;;ORAGE;;;
2024-07-07;couvert/éclaircies/beau;0.0;18.0;0.56;couvert/éclaircies/beau;couvert;éclaircies;beau;;COUVERT;ECLAIRCIES;BEAU;
2024-07-08;beau/vent;0.0;27.0;0.5;beau/vent;beau;vent;;;BEAU;VENT;;
2024-07-09;voilé;0.0;30.0;0.53;voilé;voilé;;;;COUVERT;;;
2024-07-10;beau;0.0;27.0;0.44;beau;beau;;;;BEAU;;;
2024-07-11;beau/orageux;0.0;33.0;0.38;beau/orageux;beau;orageux;;;BEAU;ORAGE;;
2024-07-12;couvert/pluie;7.0;19.0;0.77;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
