Date;Poule_brute;Ponte_brute;niveau_observation;group_id
2023-09-18;Rémiel;;individuel;
2023-09-19;Saquiel;;individuel;
2023-09-19;Albertine;;individuel;MARANS
2023-09-19;Joséphine;x;individuel;
2023-09-19;Rémiel;;individuel;
2023-09-19;Cunégonde;;;
2023-09-19;Valérie;;;
2023-09-19;Augustine;;individuel;
2023-09-19;Pioupioute;;individuel;
2023-09-20;Cunégonde;;;
2023-09-20;Valérie;fin couvaison;;
2023-09-20;Albertine;;individuel;MARANS
2023-09-20;Rémiel;;individuel;
2023-09-20;Augustine;;individuel;
2023-09-20;Joséphine;x;individuel;
2023-09-20;Saquiel;;individuel;
2023-09-20;Pioupioute;;individuel;
2023-09-21;Rémiel;x;individuel;
2023-09-21;Saquiel;;individuel;
2023-09-21;Joséphine;x;individuel;
2023-09-21;Valérie;mue;;
2023-09-21;Albertine;;individuel;MARANS
2023-09-21;Pioupioute;;individuel;
2023-09-21;Cunégonde;;;
2023-09-21;Augustine;;individuel;
2023-09-22;Pioupioute;;individuel;
2023-09-22;Albertine;;individuel;MARANS
2023-09-22;Saquiel;;individuel;
2023-09-22;Rémiel;;individuel;
2023-09-22;Cunégonde;;;
2023-09-22;Valérie;;;
2023-09-22;Joséphine;x;individuel;
2023-09-22;Augustine;;individuel;
2023-09-23;Augustine;;individuel;
2023-09-23;Joséphine;x;individuel;
2023-09-23;Albertine;;individuel;MARANS
2023-09-23;Pioupioute;;individuel;
2023-09-23;Saquiel;DCD;individuel;
2023-09-23;Rémiel;;individuel;
2023-09-23;Valérie;;;
2023-09-23;Cunégonde;;;
2023-09-24;Cunégonde;;;
2023-09-24;Saquiel;;individuel;
2023-09-24;Pioupioute;;individuel;
2023-09-24;Rémiel;;individuel;
2023-09-24;Albertine;;individuel;MARANS
2023-09-24;Valérie;;;
2023-09-24;Augustine;;individuel;
2023-09-24;Joséphine;x;individuel;
2023-09-25;Rémiel;x;individuel;
2023-09-25;Valérie;;;
2023-09-25;Augustine;;individuel;
2023-09-25;Joséphine;x;individuel;
2023-09-25;Albertine;;individuel;MARANS
2023-09-25;Pioupioute;;individuel;
2023-09-25;Saquiel;;individuel;
2023-09-25;Cunégonde;;;
2023-09-26;Augustine;;individuel;
2023-09-26;Albertine;;individuel;MARANS
2023-09-26;Valérie;;;
2023-09-26;Joséphine;;individuel;
2023-09-26;Saquiel;;individuel;
2023-09-26;Rémiel;;individuel;
2023-09-26;Cunégonde;;;
2023-09-26;Pioupioute;;individuel;
2023-09-27;Joséphine;x;individuel;
2023-09-27;Saquiel;;individuel;
2023-09-27;Rémiel;;individuel;
2023-09-27;Augustine;;individuel;
2023-09-27;Albertine;;individuel;MARANS
2023-09-27;Cunégonde;x;;
2023-09-27;Pioupioute;;individuel;
2023-09-27;Valérie;;;
2023-09-28;Rémiel;x(cassé);individuel;
2023-09-28;Augustine;;individuel;
2023-09-28;Pioupioute;;individuel;
2023-09-28;Valérie;;;
2023-09-28;Albertine;;individuel;MARANS
2023-09-28;Joséphine;;individuel;
2023-09-28;Cunégonde;;;
2023-09-28;Saquiel;;individuel;
2023-09-29;Saquiel;;individuel;
2023-09-29;Joséphine;x;individuel;
2023-09-29;Augustine;;individuel;
2023-09-29;Albertine;;individuel;MARANS
2023-09-29;Pioupioute;;individuel;
2023-09-29;Cunégonde;x;;
2023-09-29;Valérie;;;
2023-09-29;Rémiel;;individuel;
2023-09-30;Albertine;;individuel;MARANS
2023-09-30;Joséphine;x(cassé);individuel;
2023-09-30;Augustine;;individuel;
2023-09-30;Rémiel;;individuel;
2023-09-30;Valérie;;;
2023-09-30;Pioupioute;;individuel;
2023-09-30;Cunégonde;x;;
2023-09-30;Saquiel;;individuel;
2023-10-01;Saquiel;;individuel;
2023-10-01;Albertine;;individuel;MARANS
2023-10-01;Augustine;;individuel;
2023-10-01;Joséphine;;individuel;
2023-10-01;Pioupioute;;individuel;
2023-10-01;Cunégonde;;;
2023-10-01;Valérie;;;
2023-10-01;Rémiel;;individuel;
2023-10-02;Joséphine;;individuel;
2023-10-02;Rémiel;;individuel;
2023-10-02;Pioupioute;;individuel;
2023-10-02;Augustine;;individuel;
2023-10-02;Cunégonde;x;;
2023-10-02;Saquiel;;individuel;
2023-10-02;Valérie;;;
2023-10-02;Albertine;;individuel;MARANS
2023-10-03;Joséphine;x;individuel;
2023-10-03;Augustine;;individuel;
2023-10-03;Rémiel;;individuel;
2023-10-03;Albertine;;individuel;MARANS
2023-10-03;Pioupioute;;individuel;
2023-10-03;Saquiel;;individuel;
2023-10-03;Cunégonde;x;;
2023-10-03;Valérie;;;
2023-10-04;Rémiel;;individuel;
2023-10-04;Pioupioute;;individuel;
2023-10-04;Albertine;;individuel;MARANS
2023-10-04;Joséphine;;individuel;
2023-10-04;Cunégonde;x;;
2023-10-04;Saquiel;;individuel;
2023-10-04;Augustine;;individuel;
2023-10-04;Valérie;;;
2023-10-05;Rémiel;x(cassé);individuel;
2023-10-05;Saquiel;;individuel;
2023-10-05;Pioupioute;;individuel;
2023-10-05;Augustine;;individuel;
2023-10-05;Joséphine;;individuel;
2023-10-05;Cunégonde;;;
2023-10-05;Albertine;;individuel;MARANS
2023-10-05;Valérie;;;
2023-10-06;Albertine;;individuel;MARANS
2023-10-06;Cunégonde;x;;
2023-10-06;Augustine;;individuel;
2023-10-06;Pioupioute;;individuel;
2023-10-06;Joséphine;x;individuel;
2023-10-06;Rémiel;;individuel;
2023-10-06;Valérie;;;
2023-10-06;Saquiel;;individuel;
2023-10-07;Pioupioute;;individuel;
2023-10-07;Augustine;;individuel;
2023-10-07;Joséphine;;individuel;
2023-10-07;Saquiel;;individuel;
2023-10-07;Rémiel;;individuel;
2023-10-07;Albertine;;individuel;MARANS
2023-10-07;Cunégonde;x;;
2023-10-07;Valérie;;;
2023-10-08;Rémiel;;individuel;
2023-10-08;Joséphine;x;individuel;
2023-10-08;Saquiel;;individuel;
2023-10-08;Albertine;;individuel;MARANS
2023-10-08;Pioupioute;;individuel;
2023-10-08;Cunégonde;x;;
2023-10-08;Augustine;;individuel;
2023-10-08;Valérie;;;
2023-10-09;Joséphine;x;individuel;
2023-10-09;Cunégonde;;;
2023-10-09;Pioupioute;;individuel;
2023-10-09;Saquiel;;individuel;
2023-10-09;Rémiel;;individuel;
2023-10-09;Albertine;;individuel;MARANS
2023-10-09;Augustine;;individuel;
2023-10-09;Valérie;;;
2023-10-10;Saquiel;;individuel;
2023-10-10;Joséphine;x;individuel;
2023-10-10;Augustine;;individuel;
2023-10-10;Rémiel;;individuel;
2023-10-10;Cunégonde;x;;
2023-10-10;Albertine;;individuel;MARANS
2023-10-10;Pioupioute;;individuel;
2023-10-10;Valérie;;;
2023-10-11;Saquiel;;individuel;
2023-10-11;Augustine;;individuel;
2023-10-11;Cunégonde;x;;
2023-10-11;Joséphine;;individuel;
2023-10-11;Valérie;;;
2023-10-11;Pioupioute;;individuel;
2023-10-11;Albertine;;individuel;MARANS
2023-10-11;Rémiel;;individuel;
2023-10-12;Valérie;;;
2023-10-12;Albertine;;individuel;MARANS
2023-10-12;Cunégonde;x;;
2023-10-12;Joséphine;x;individuel;
2023-10-12;Augustine;;individuel;
2023-10-12;Pioupioute;;individuel;
2023-10-12;Rémiel;;individuel;
2023-10-12;Saquiel;;individuel;
2023-10-13;Valérie;;;
2023-10-13;Albertine;;individuel;MARANS
2023-10-13;Rémiel;;individuel;
2023-10-13;Saquiel;;individuel;
2023-10-13;Pioupioute;;individuel;
2023-10-13;Joséphine;;individuel;
2023-10-13;Augustine;;individuel;
2023-10-13;Cunégonde;;;
2023-10-14;Augustine;;individuel;
2023-10-14;Valérie;;;
2023-10-14;Rémiel;;individuel;
2023-10-14;Cunégonde;x;;
2023-10-14;Albertine;;individuel;MARANS
2023-10-14;Saquiel;;individuel;
2023-10-14;Pioupioute;;individuel;
2023-10-14;Joséphine;x;individuel;
2023-10-15;Joséphine;;individuel;
2023-10-15;Albertine;;individuel;MARANS
2023-10-15;Valérie;;;
2023-10-15;Cunégonde;x;;
2023-10-15;Pioupioute;;individuel;
2023-10-15;Augustine;;individuel;
2023-10-15;Saquiel;;individuel;
2023-10-15;Rémiel;;individuel;
2023-10-16;Cunégonde;;;
2023-10-16;Rémiel;;individuel;
2023-10-16;Pioupioute;;individuel;
2023-10-16;Albertine;;individuel;MARANS
2023-10-16;Joséphine;x;individuel;
2023-10-16;Saquiel;;individuel;
2023-10-16;Valérie;;;
2023-10-16;Augustine;;individuel;
2023-10-17;Albertine;;individuel;MARANS
2023-10-17;Joséphine;;individuel;
2023-10-17;Pioupioute;;individuel;
2023-10-17;Augustine;;individuel;
2023-10-17;Rémiel;;individuel;
2023-10-17;Cunégonde;x;;
2023-10-17;Saquiel;;individuel;
2023-10-17;Valérie;;;
2023-10-18;Augustine;;individuel;
2023-10-18;Cunégonde;x;;
2023-10-18;Valérie;;;
2023-10-18;Pioupioute;;individuel;
2023-10-18;Albertine;;individuel;MARANS
2023-10-18;Rémiel;;individuel;
2023-10-18;Saquiel;;individuel;
2023-10-18;Joséphine;x;individuel;
2023-10-19;Albertine;;individuel;MARANS
2023-10-19;Saquiel;;individuel;
2023-10-19;Joséphine;x;individuel;
2023-10-19;Augustine;;individuel;
2023-10-19;Valérie;;;
2023-10-19;Pioupioute;;individuel;
2023-10-19;Cunégonde;x;;
2023-10-19;Rémiel;;individuel;
2023-10-20;Joséphine;;individuel;
2023-10-20;Saquiel;;individuel;
2023-10-20;Valérie;;;
2023-10-20;Cunégonde;x;;
2023-10-20;Albertine;;individuel;MARANS
2023-10-20;Augustine;;individuel;
2023-10-20;Rémiel;;individuel;
2023-10-20;Pioupioute;;individuel;
2023-10-21;Saquiel;;individuel;
2023-10-21;Augustine;;individuel;
2023-10-21;Albertine;;individuel;MARANS
2023-10-21;Rémiel;;individuel;
2023-10-21;Pioupioute;;individuel;
2023-10-21;Valérie;;;
2023-10-21;Joséphine;x;individuel;
2023-10-21;Cunégonde;;;
2023-10-22;Cunégonde;x;;
2023-10-22;Saquiel;;individuel;
2023-10-22;Rémiel;;individuel;
2023-10-22;Valérie;;;
2023-10-22;Pioupioute;;individuel;
2023-10-22;Augustine;;individuel;
2023-10-22;Albertine;;individuel;MARANS
2023-10-22;Joséphine;;individuel;
2023-10-23;Pioupioute;;individuel;
2023-10-23;Saquiel;;individuel;
2023-10-23;Cunégonde;x;;
2023-10-23;Augustine;;individuel;
2023-10-23;Albertine;;individuel;MARANS
2023-10-23;Rémiel;;individuel;
2023-10-23;Valérie;;;
2023-10-23;Joséphine;x;individuel;
2023-10-24;Augustine;;individuel;
2023-10-24;Saquiel;;individuel;
2023-10-24;Cunégonde;x;;
2023-10-24;Joséphine;;individuel;
2023-10-24;Valérie;;;
2023-10-24;Rémiel;;individuel;
2023-10-24;Pioupioute;;individuel;
2023-10-24;Albertine;;individuel;MARANS
2023-10-25;Cunégonde;;;
2023-10-25;Valérie;;;
2023-10-25;Pioupioute;;individuel;
2023-10-25;Albertine;;individuel;MARANS
2023-10-25;Saquiel;;individuel;
2023-10-25;Augustine;;individuel;
2023-10-25;Rémiel;;individuel;
2023-10-25;Joséphine;x;individuel;
2023-10-26;Albertine;;individuel;MARANS
2023-10-26;Rémiel;mue;individuel;
2023-10-26;Pioupioute;;individuel;
2023-10-26;Augustine;;individuel;
2023-10-26;Joséphine;;individuel;
2023-10-26;Valérie;;;
2023-10-26;Saquiel;;individuel;
2023-10-26;Cunégonde;x;;
2023-10-27;Albertine;;individuel;MARANS
2023-10-27;Joséphine;x;individuel;
2023-10-27;Saquiel;;individuel;
2023-10-27;Augustine;;individuel;
2023-10-27;Rémiel;;individuel;
2023-10-27;Cunégonde;x;;
2023-10-27;Valérie;;;
2023-10-27;Pioupioute;;individuel;
2023-10-28;Rémiel;;individuel;
2023-10-28;Augustine;;individuel;
2023-10-28;Cunégonde;x;;
2023-10-28;Albertine;;individuel;MARANS
2023-10-28;Pioupioute;;individuel;
2023-10-28;Saquiel;;individuel;
2023-10-28;Valérie;;;
2023-10-28;Joséphine;;individuel;
2023-10-29;Valérie;;;
2023-10-29;Augustine;;individuel;
2023-10-29;Albertine;;individuel;MARANS
2023-10-29;Joséphine;x;individuel;
2023-10-29;Rémiel;;individuel;
2023-10-29;Pioupioute;;individuel;
2023-10-29;Cunégonde;;;
2023-10-29;Saquiel;;individuel;
2023-10-30;Albertine;;individuel;MARANS
2023-10-30;Joséphine;;individuel;
2023-10-30;Rémiel;;individuel;
2023-10-30;Pioupioute;;individuel;
2023-10-30;Augustine;;individuel;
2023-10-30;Saquiel;;individuel;
2023-10-30;Valérie;;;
2023-10-30;Cunégonde;x;;
2023-10-31;Cunégonde;x;;
2023-10-31;Augustine;;individuel;
2023-10-31;Rémiel;;individuel;
2023-10-31;Saquiel;;individuel;
2023-10-31;Valérie;;;
2023-10-31;Pioupioute;;individuel;
2023-10-31;Albertine;;individuel;MARANS
2023-10-31;Joséphine;x;individuel;
2023-11-01;Cunégonde;x;;
2023-11-01;Albertine;rhume;individuel;MARANS
2023-11-01;Joséphine;;individuel;
2023-11-01;Augustine;;individuel;
2023-11-01;Pioupioute;;individuel;
2023-11-01;Rémiel;;individuel;
2023-11-01;Saquiel;;individuel;
2023-11-01;Valérie;;;
2023-11-02;Augustine;;individuel;
2023-11-02;Pioupioute;;individuel;
2023-11-02;Saquiel;;individuel;
2023-11-02;Cunégonde;;;
2023-11-02;Joséphine;x;individuel;
2023-11-02;Albertine;;individuel;MARANS
2023-11-02;Rémiel;;individuel;
2023-11-02;Valérie;;;
2023-11-03;Cunégonde;x;;
2023-11-03;Rémiel;;individuel;
2023-11-03;Albertine;;individuel;MARANS
2023-11-03;Pioupioute;;individuel;
2023-11-03;Saquiel;;individuel;
2023-11-03;Valérie;;;
2023-11-03;Joséphine;;individuel;
2023-11-03;Augustine;;individuel;
2023-11-04;Pioupioute;;individuel;
2023-11-04;Joséphine;x;individuel;
2023-11-04;Valérie;;;
2023-11-04;Saquiel;;individuel;
2023-11-04;Augustine;;individuel;
2023-11-04;Cunégonde;x;;
2023-11-04;Rémiel;;individuel;
2023-11-04;Albertine;;individuel;MARANS
2023-11-05;Augustine;;individuel;
2023-11-05;Pioupioute;;individuel;
2023-11-05;Saquiel;;individuel;
2023-11-05;Cunégonde;;;
2023-11-05;Albertine;;individuel;MARANS
2023-11-05;Rémiel;;individuel;
2023-11-05;Valérie;;;
2023-11-05;Joséphine;;individuel;
2023-11-06;Rémiel;;individuel;
2023-11-06;Cunégonde;x;;
2023-11-06;Valérie;;;
2023-11-06;Saquiel;;individuel;
2023-11-06;Pioupioute;;individuel;
2023-11-06;Joséphine;x;individuel;
2023-11-06;Augustine;;individuel;
2023-11-06;Albertine;;individuel;MARANS
2023-11-07;Rémiel;;individuel;
2023-11-07;Valérie;;;
2023-11-07;Augustine;;individuel;
2023-11-07;Albertine;;individuel;MARANS
2023-11-07;Cunégonde;x;;
2023-11-07;Joséphine;;individuel;
2023-11-07;Pioupioute;;individuel;
2023-11-07;Saquiel;;individuel;
2023-11-08;Rémiel;;individuel;
2023-11-08;Saquiel;;individuel;
2023-11-08;Pioupioute;;individuel;
2023-11-08;Cunégonde;x;;
2023-11-08;Albertine;;individuel;MARANS
2023-11-08;Joséphine;x;individuel;
2023-11-08;Valérie;;;
2023-11-08;Augustine;;individuel;
2023-11-09;Valérie;;;
2023-11-09;Joséphine;;individuel;
2023-11-09;Pioupioute;;individuel;
2023-11-09;Augustine;;individuel;
2023-11-09;Cunégonde;;;
2023-11-09;Saquiel;;individuel;
2023-11-09;Albertine;;individuel;MARANS
2023-11-09;Rémiel;;individuel;
2023-11-10;Joséphine;x;individuel;
2023-11-10;Pioupioute;;individuel;
2023-11-10;Rémiel;;individuel;
2023-11-10;Valérie;;;
2023-11-10;Cunégonde;x;;
2023-11-10;Albertine;;individuel;MARANS
2023-11-10;Saquiel;;individuel;
2023-11-10;Augustine;;individuel;
2023-11-11;Valérie;;;
2023-11-11;Rémiel;;individuel;
2023-11-11;Saquiel;;individuel;
2023-11-11;Albertine;;individuel;MARANS
2023-11-11;Cunégonde;x;;
2023-11-11;Pioupioute;;individuel;
2023-11-11;Joséphine;;individuel;
2023-11-11;Augustine;;individuel;
2023-11-12;Augustine;;individuel;
2023-11-12;Albertine;;individuel;MARANS
2023-11-12;Pioupioute;;individuel;
2023-11-12;Joséphine;;individuel;
2023-11-12;Saquiel;;individuel;
2023-11-12;Valérie;;;
2023-11-12;Cunégonde;;;
2023-11-12;Rémiel;;individuel;
2023-11-13;Pioupioute;;individuel;
2023-11-13;Valérie;;;
2023-11-13;Augustine;;individuel;
2023-11-13;Joséphine;;individuel;
2023-11-13;Rémiel;;individuel;
2023-11-13;Saquiel;;individuel;
2023-11-13;Albertine;;individuel;MARANS
2023-11-13;Cunégonde;x;;
2023-11-14;Cunégonde;x;;
2023-11-14;Rémiel;;individuel;
2023-11-14;Saquiel;;individuel;
2023-11-14;Valérie;;;
2023-11-14;Albertine;;individuel;MARANS
2023-11-14;Pioupioute;;individuel;
2023-11-14;Joséphine;;individuel;
2023-11-14;Augustine;;individuel;
2023-11-15;Albertine;;individuel;MARANS
2023-11-15;Saquiel;;individuel;
2023-11-15;Rémiel;;individuel;
2023-11-15;Pioupioute;;individuel;
2023-11-15;Joséphine;;individuel;
2023-11-15;Cunégonde;x;;
2023-11-15;Valérie;;;
2023-11-15;Augustine;;individuel;
2023-11-16;Augustine;;individuel;
2023-11-16;Joséphine;;individuel;
2023-11-16;Pioupioute;;individuel;
2023-11-16;Rémiel;;individuel;
2023-11-16;Saquiel;;individuel;
2023-11-16;Albertine;;individuel;MARANS
2023-11-16;Cunégonde;;;
2023-11-16;Valérie;;;
2023-11-17;Valérie;;;
2023-11-17;Pioupioute;;individuel;
2023-11-17;Albertine;;individuel;MARANS
2023-11-17;Cunégonde;x;;
2023-11-17;Rémiel;;individuel;
2023-11-17;Augustine;;individuel;
2023-11-17;Saquiel;;individuel;
2023-11-17;Joséphine;x;individuel;
2023-11-18;Augustine;;individuel;
2023-11-18;Pioupioute;;individuel;
2023-11-18;Joséphine;;individuel;
2023-11-18;Albertine;;individuel;MARANS
2023-11-18;Saquiel;;individuel;
2023-11-18;Rémiel;;individuel;
2023-11-18;Valérie;x;;
2023-11-18;Cunégonde;x;;
2023-11-19;Valérie;;;
2023-11-19;Rémiel;;individuel;
2023-11-19;Pioupioute;;individuel;
2023-11-19;Joséphine;x;individuel;
2023-11-19;Albertine;;individuel;MARANS
2023-11-19;Cunégonde;;;
2023-11-19;Saquiel;;individuel;
2023-11-19;Augustine;;individuel;
2023-11-20;Valérie;x;;
2023-11-20;Albertine;;individuel;MARANS
2023-11-20;Rémiel;;individuel;
2023-11-20;Augustine;;individuel;
2023-11-20;Pioupioute;;individuel;
2023-11-20;Joséphine;;individuel;
2023-11-20;Saquiel;;individuel;
2023-11-20;Cunégonde;x;;
2023-11-21;Augustine;;individuel;
2023-11-21;Pioupioute;;individuel;
2023-11-21;Albertine;;individuel;MARANS
2023-11-21;Valérie;x;;
2023-11-21;Rémiel;;individuel;
2023-11-21;Joséphine;;individuel;
2023-11-21;Saquiel;;individuel;
2023-11-21;Cunégonde;x;;
2023-11-22;Augustine;;individuel;
2023-11-22;Saquiel;;individuel;
2023-11-22;Pioupioute;;individuel;
2023-11-22;Albertine;;individuel;MARANS
2023-11-22;Joséphine;;individuel;
2023-11-22;Cunégonde;;;
2023-11-22;Valérie;;;
2023-11-22;Rémiel;;individuel;
2023-11-23;Valérie;x;;
2023-11-23;Saquiel;;individuel;
2023-11-23;Albertine;;individuel;MARANS
2023-11-23;Rémiel;;individuel;
2023-11-23;Augustine;;individuel;
2023-11-23;Joséphine;;individuel;
2023-11-23;Cunégonde;x;;
2023-11-23;Pioupioute;;individuel;
2023-11-24;Valérie;;;
2023-11-24;Cunégonde;x;;
2023-11-24;Pioupioute;;individuel;
2023-11-24;Joséphine;;individuel;
2023-11-24;Augustine;;individuel;
2023-11-24;Rémiel;;individuel;
2023-11-24;Saquiel;;individuel;
2023-11-24;Albertine;;individuel;MARANS
2023-11-25;Joséphine;;individuel;
2023-11-25;Saquiel;;individuel;
2023-11-25;Valérie;;;
2023-11-25;Augustine;;individuel;
2023-11-25;Albertine;x;individuel;MARANS
2023-11-25;Pioupioute;;individuel;
2023-11-25;Rémiel;;individuel;
2023-11-25;Cunégonde;x;;
2023-11-26;Albertine;;individuel;MARANS
2023-11-26;Augustine;;individuel;
2023-11-26;Rémiel;;individuel;
2023-11-26;Pioupioute;;individuel;
2023-11-26;Saquiel;;individuel;
2023-11-26;Cunégonde;x;;
2023-11-26;Valérie;x;;
2023-11-26;Joséphine;;individuel;
2023-11-27;Valérie;;;
2023-11-27;Pioupioute;;individuel;
2023-11-27;Augustine;;individuel;
2023-11-27;Joséphine;;individuel;
2023-11-27;Albertine;x;individuel;MARANS
2023-11-27;Rémiel;;individuel;
2023-11-27;Cunégonde;x;;
2023-11-27;Saquiel;;individuel;
2023-11-28;Saquiel;;individuel;
2023-11-28;Augustine;;individuel;
2023-11-28;Albertine;;individuel;MARANS
2023-11-28;Cunégonde;x;;
2023-11-28;Pioupioute;;individuel;
2023-11-28;Rémiel;;individuel;
2023-11-28;Joséphine;;individuel;
2023-11-28;Valérie;;;
2023-11-29;Pioupioute;;individuel;
2023-11-29;Albertine;x;individuel;MARANS
2023-11-29;Joséphine;mue;individuel;
2023-11-29;Augustine;;individuel;
2023-11-29;Valérie;;;
2023-11-29;Saquiel;;individuel;
2023-11-29;Rémiel;;individuel;
2023-11-29;Cunégonde;x;;
2023-11-30;Pioupioute;;individuel;
2023-11-30;Joséphine;;individuel;
2023-11-30;Valérie;x;;
2023-11-30;Saquiel;;individuel;
2023-11-30;Cunégonde;x;;
2023-11-30;Rémiel;;individuel;
2023-11-30;Albertine;;individuel;MARANS
2023-11-30;Augustine;;individuel;
2023-12-01;Pioupioute;;individuel;
2023-12-01;Saquiel;;individuel;
2023-12-01;Joséphine;;individuel;
2023-12-01;Cunégonde;;;
2023-12-01;Albertine;x;individuel;MARANS
2023-12-01;Valérie;;;
2023-12-01;Augustine;;individuel;
2023-12-01;Rémiel;;individuel;
2023-12-02;Pioupioute;;individuel;
2023-12-02;Augustine;;individuel;
2023-12-02;Joséphine;;individuel;
2023-12-02;Cunégonde;x;;
2023-12-02;Rémiel;;individuel;
2023-12-02;Saquiel;;individuel;
2023-12-02;Albertine;;individuel;MARANS
2023-12-02;Valérie;x;;
2023-12-03;Cunégonde;;;
2023-12-03;Albertine;x;individuel;MARANS
2023-12-03;Saquiel;;individuel;
2023-12-03;Joséphine;;individuel;
2023-12-03;Augustine;;individuel;
2023-12-03;Pioupioute;;individuel;
2023-12-03;Valérie;x;;
2023-12-03;Rémiel;;individuel;
2023-12-04;Rémiel;;individuel;
2023-12-04;Cunégonde;x;;
2023-12-04;Joséphine;;individuel;
2023-12-04;Valérie;;;
2023-12-04;Saquiel;;individuel;
2023-12-04;Augustine;;individuel;
2023-12-04;Albertine;;individuel;MARANS
2023-12-04;Pioupioute;;individuel;
2023-12-05;Augustine;;individuel;
2023-12-05;Cunégonde;;;
2023-12-05;Rémiel;;individuel;
2023-12-05;Pioupioute;;individuel;
2023-12-05;Saquiel;;individuel;
2023-12-05;Valérie;;;
2023-12-05;Albertine;x;individuel;MARANS
2023-12-05;Joséphine;;individuel;
2023-12-06;Augustine;;individuel;
2023-12-06;Joséphine;;individuel;
2023-12-06;Valérie;x;;
2023-12-06;Rémiel;;individuel;
2023-12-06;Pioupioute;;individuel;
2023-12-06;Cunégonde;;;
2023-12-06;Saquiel;;individuel;
2023-12-06;Albertine;;individuel;MARANS
2023-12-07;Pioupioute;;individuel;
2023-12-07;Saquiel;;individuel;
2023-12-07;Albertine;;individuel;MARANS
2023-12-07;Rémiel;;individuel;
2023-12-07;Cunégonde;x;;
2023-12-07;Valérie;;;
2023-12-07;Augustine;;individuel;
2023-12-07;Joséphine;;individuel;
2023-12-08;Cunégonde;;;
2023-12-08;Pioupioute;;individuel;
2023-12-08;Saquiel;;individuel;
2023-12-08;Augustine;;individuel;
2023-12-08;Rémiel;;individuel;
2023-12-08;Valérie;;;
2023-12-08;Joséphine;;individuel;
2023-12-08;Albertine;;individuel;MARANS
2023-12-09;Joséphine;;individuel;
2023-12-09;Rémiel;;individuel;
2023-12-09;Albertine;;individuel;MARANS
2023-12-09;Augustine;;individuel;
2023-12-09;Cunégonde;x;;
2023-12-09;Valérie;;;
2023-12-09;Saquiel;;individuel;
2023-12-09;Pioupioute;;individuel;
2023-12-10;Rémiel;;individuel;
2023-12-10;Saquiel;;individuel;
2023-12-10;Valérie;;;
2023-12-10;Pioupioute;;individuel;
2023-12-10;Albertine;;individuel;MARANS
2023-12-10;Augustine;;individuel;
2023-12-10;Joséphine;;individuel;
2023-12-10;Cunégonde;;;
2023-12-11;Pioupioute;;individuel;
2023-12-11;Valérie;;;
2023-12-11;Cunégonde;x;;
2023-12-11;Saquiel;;individuel;
2023-12-11;Rémiel;;individuel;
2023-12-11;Albertine;;individuel;MARANS
2023-12-11;Joséphine;;individuel;
2023-12-11;Augustine;;individuel;
2023-12-12;Valérie;;;
2023-12-12;Saquiel;;individuel;
2023-12-12;Pioupioute;;individuel;
2023-12-12;Augustine;;individuel;
2023-12-12;Joséphine;;individuel;
2023-12-12;Cunégonde;;;
2023-12-12;Albertine;;individuel;MARANS
2023-12-12;Rémiel;;individuel;
2023-12-13;Joséphine;;individuel;
2023-12-13;Albertine;;individuel;MARANS
2023-12-13;Pioupioute;;individuel;
2023-12-13;Cunégonde;x;;
2023-12-13;Valérie;;;
2023-12-13;Rémiel;;individuel;
2023-12-13;Augustine;;individuel;
2023-12-13;Saquiel;;individuel;
2023-12-14;Rémiel;;individuel;
2023-12-14;Saquiel;;individuel;
2023-12-14;Pioupioute;;individuel;
2023-12-14;Albertine;;individuel;MARANS
2023-12-14;Augustine;;individuel;
2023-12-14;Cunégonde;;;
2023-12-14;Joséphine;;individuel;
2023-12-14;Valérie;;;
2023-12-15;Rémiel;;individuel;
2023-12-15;Joséphine;;individuel;
2023-12-15;Cunégonde;x;;
2023-12-15;Saquiel;;individuel;
2023-12-15;Pioupioute;;individuel;
2023-12-15;Valérie;;;
2023-12-15;Augustine;;individuel;
2023-12-15;Albertine;;individuel;MARANS
2023-12-16;Cunégonde;;;
2023-12-16;Pioupioute;;individuel;
2023-12-16;Augustine;;individuel;
2023-12-16;Albertine;;individuel;MARANS
2023-12-16;Rémiel;;individuel;
2023-12-16;Saquiel;;individuel;
2023-12-16;Joséphine;;individuel;
2023-12-16;Valérie;;;
2023-12-17;Albertine;;individuel;MARANS
2023-12-17;Valérie;;;
2023-12-17;Cunégonde;;;
2023-12-17;Saquiel;;individuel;
2023-12-17;Augustine;;individuel;
2023-12-17;Rémiel;;individuel;
2023-12-17;Joséphine;;individuel;
2023-12-17;Pioupioute;;individuel;
2023-12-18;Pioupioute;;individuel;
2023-12-18;Saquiel;;individuel;
2023-12-18;Augustine;;individuel;
2023-12-18;Albertine;;individuel;MARANS
2023-12-18;Rémiel;;individuel;
2023-12-18;Cunégonde;x;;
2023-12-18;Valérie;;;
2023-12-18;Joséphine;;individuel;
2023-12-19;Saquiel;;individuel;
2023-12-19;Valérie;;;
2023-12-19;Augustine;;individuel;
2023-12-19;Cunégonde;;;
2023-12-19;Albertine;;individuel;MARANS
2023-12-19;Joséphine;;individuel;
2023-12-19;Rémiel;;individuel;
2023-12-19;Pioupioute;;individuel;
2023-12-20;Pioupioute;;individuel;
2023-12-20;Joséphine;;individuel;
2023-12-20;Cunégonde;;;
2023-12-20;Rémiel;;individuel;
2023-12-20;Albertine;;individuel;MARANS
